Эпоха 1, ошибка: 0.040930672778376684, скорость обучения: 0.1
Эпоха 690, ошибка: 0.0035855398323659275, скорость обучения: 0.00024650347049580716
Эпоха 691, ошибка: 0.003585252362830221, скорость обучения: 0.00024650347049580716
Эпоха 692, ошибка: 0.0035849670197650283, скорость обучения: 0.00024650347049580716
Эпоха 693, ошибка: 0.0035846837873529805, скорость обучения: 0.00024650347049580716
Эпоха 694, ошибка: 0.0035844026498966786, скорость обучения: 0.00024650347049580716
Эпоха 695, ошибка: 0.0035841235918151436, скорость обучения: 0.00024650347049580716
Эпоха 696, ошибка: 0.0035838465976467167, скорость обучения: 0.00024650347049580716
Эпоха 697, ошибка: 0.0035835716520435973, скорость обучения: 0.00024650347049580716
Эпоха 698, ошибка: 0.003583298739775156, скорость обучения: 0.00024650347049580716
Эпоха 699, ошибка: 0.003583027845724418, скорость обучения: 0.00024650347049580716
Эпоха 700, ошибка: 0.0035827589548875077, скорость обучения: 0.00024650347049580716
Эпоха 701, ошибка: 0.0035824920523741324, скорость обучения: 0.00024650347049580716
Эпоха 702, ошибка: 0.0035822271234046085, скорость обучения: 0.00024650347049580716
Эпоха 703, ошибка: 0.003581964153311959, скорость обучения: 0.00024650347049580716
Эпоха 704, ошибка: 0.0035817031275377923, скорость обучения: 0.00024650347049580716
Эпоха 705, ошибка: 0.0035814440316338575, скорость обучения: 0.00024650347049580716
Эпоха 706, ошибка: 0.00358118685125983, скорость обучения: 0.00024650347049580716
Эпоха 707, ошибка: 0.0035809315721843527, скорость обучения: 0.00024650347049580716
Эпоха 708, ошибка: 0.003580678180280247, скорость обучения: 0.00024650347049580716
Эпоха 709, ошибка: 0.0035804266615272477, скорость обучения: 0.00024650347049580716
Эпоха 710, ошибка: 0.0035801770020118615, скорость обучения: 0.00024650347049580716
Эпоха 711, ошибка: 0.0035799291879248098, скорость обучения: 0.00024650347049580716
Эпоха 712, ошибка: 0.0035796832055572177, скорость обучения: 0.00024650347049580716
Эпоха 713, ошибка: 0.0035794390413058015, скорость обучения: 0.00024650347049580716
Эпоха 714, ошибка: 0.003579196681669244, скорость обучения: 0.00024650347049580716
Эпоха 715, ошибка: 0.0035789561132464646, скорость обучения: 0.00024650347049580716
Эпоха 716, ошибка: 0.0035787173227364816, скорость обучения: 0.00024650347049580716
Эпоха 717, ошибка: 0.0035784802969397005, скорость обучения: 0.00024650347049580716
Эпоха 718, ошибка: 0.003578245022753794, скорость обучения: 0.00024650347049580716
Эпоха 719, ошибка: 0.0035780114871753026, скорость обучения: 0.00024650347049580716
Эпоха 720, ошибка: 0.0035777796772977046, скорость обучения: 0.00024650347049580716
Эпоха 721, ошибка: 0.003577549580311601, скорость обучения: 0.00024650347049580716
Эпоха 722, ошибка: 0.0035773211835036247, скорость обучения: 0.00024650347049580716
Эпоха 723, ошибка: 0.0035770944742544077, скорость обучения: 0.00024650347049580716
Эпоха 724, ошибка: 0.0035768694400406574, скорость обучения: 0.00024650347049580716
Эпоха 725, ошибка: 0.003576646068431848, скорость обучения: 0.00024650347049580716
Эпоха 726, ошибка: 0.0035764243470916115, скорость обучения: 0.00024650347049580716
Эпоха 727, ошибка: 0.0035762042637740243, скорость обучения: 0.00024650347049580716
Эпоха 728, ошибка: 0.003575985806326251, скорость обучения: 0.00024650347049580716
Эпоха 729, ошибка: 0.003575768962685331, скорость обучения: 0.00024650347049580716
Эпоха 730, ошибка: 0.003575553720880995, скорость обучения: 0.00024650347049580716
Эпоха 731, ошибка: 0.0035753400690289295, скорость обучения: 0.00024650347049580716
Эпоха 732, ошибка: 0.0035751279953362657, скорость обучения: 0.00024650347049580716
Эпоха 733, ошибка: 0.0035749174880979097, скорость обучения: 0.00024650347049580716
Эпоха 734, ошибка: 0.0035747085356950645, скорость обучения: 0.00024650347049580716
Эпоха 735, ошибка: 0.0035745011265968744, скорость обучения: 0.00024650347049580716
Эпоха 736, ошибка: 0.003574295249358414, скорость обучения: 0.00024650347049580716
Эпоха 737, ошибка: 0.0035740908926204557, скорость обучения: 0.00024650347049580716
Эпоха 738, ошибка: 0.003573888045108626, скорость обучения: 0.00024650347049580716
Эпоха 739, ошибка: 0.003573686695632461, скорость обучения: 0.00024650347049580716
Эпоха 740, ошибка: 0.003573486833086824, скорость обучения: 0.00024650347049580716
Эпоха 741, ошибка: 0.00357328844644596, скорость обучения: 0.00024650347049580716
Эпоха 742, ошибка: 0.003573091524769824, скорость обучения: 0.00024650347049580716
Эпоха 743, ошибка: 0.0035728960571988714, скорость обучения: 0.00024650347049580716
Эпоха 744, ошибка: 0.0035727020329545745, скорость обучения: 0.00024650347049580716
Эпоха 745, ошибка: 0.003572509441338691, скорость обучения: 0.00024650347049580716
Эпоха 746, ошибка: 0.003572318271733731, скорость обучения: 0.00024650347049580716
Эпоха 747, ошибка: 0.003572128513600952, скорость обучения: 0.00024650347049580716
Эпоха 748, ошибка: 0.0035719401564797528, скорость обучения: 0.00024650347049580716
Эпоха 749, ошибка: 0.003571753189988571, скорость обучения: 0.00024650347049580716
Эпоха 750, ошибка: 0.0035715676038230028, скорость обучения: 0.00024650347049580716
Эпоха 751, ошибка: 0.0035713833877552463, скорость обучения: 0.00024650347049580716
Эпоха 752, ошибка: 0.0035712005316336356, скорость обучения: 0.00024650347049580716
Эпоха 753, ошибка: 0.0035710190253838447, скорость обучения: 0.00024650347049580716
Эпоха 754, ошибка: 0.003570838859003767, скорость обучения: 0.00024650347049580716
Эпоха 755, ошибка: 0.0035706600225695233, скорость обучения: 0.00024650347049580716
Эпоха 756, ошибка: 0.003570482506227719, скорость обучения: 0.00024650347049580716
Эпоха 757, ошибка: 0.0035703063002013313, скорость обучения: 0.00024650347049580716
Эпоха 758, ошибка: 0.0035701313947839905, скорость обучения: 0.00024650347049580716
Эпоха 759, ошибка: 0.003569957780344343, скорость обучения: 0.00024650347049580716
Эпоха 760, ошибка: 0.003569785447319762, скорость обучения: 0.00024650347049580716
Эпоха 761, ошибка: 0.0035696143862214338, скорость обучения: 0.00024650347049580716
Эпоха 762, ошибка: 0.003569444587629036, скорость обучения: 0.00024650347049580716
Эпоха 763, ошибка: 0.00356927604219548, скорость обучения: 0.00024650347049580716
Эпоха 764, ошибка: 0.003569108740640335, скорость обучения: 0.00024650347049580716
Эпоха 765, ошибка: 0.00356894267375429, скорость обучения: 0.00024650347049580716
Эпоха 766, ошибка: 0.0035687778323956086, скорость обучения: 0.00024650347049580716
Эпоха 767, ошибка: 0.0035686142074908057, скорость обучения: 0.00024650347049580716
Эпоха 768, ошибка: 0.003568451790033352, скорость обучения: 0.00024650347049580716
Эпоха 769, ошибка: 0.0035682905710870145, скорость обучения: 0.00024650347049580716
Эпоха 770, ошибка: 0.0035681305417775613, скорость обучения: 0.00024650347049580716
Эпоха 771, ошибка: 0.0035679716933008053, скорость обучения: 0.00024650347049580716
Эпоха 772, ошибка: 0.0035678140169148153, скорость обучения: 0.00024650347049580716
Эпоха 773, ошибка: 0.0035676575039451366, скорость обучения: 0.00024650347049580716
Эпоха 774, ошибка: 0.0035675021457812965, скорость обучения: 0.00024650347049580716
Эпоха 775, ошибка: 0.003567347933876325, скорость обучения: 0.00024650347049580716
Эпоха 776, ошибка: 0.0035671948597476703, скорость обучения: 0.00024650347049580716
Эпоха 777, ошибка: 0.003567042914974938, скорость обучения: 0.00024650347049580716
Эпоха 778, ошибка: 0.0035668920912020692, скорость обучения: 0.00024650347049580716
Эпоха 779, ошибка: 0.0035667423801330573, скорость обучения: 0.00024650347049580716
Эпоха 780, ошибка: 0.0035665937735355696, скорость обучения: 0.00024650347049580716
Эпоха 781, ошибка: 0.0035664462632381475, скорость обучения: 0.00024650347049580716
Эпоха 782, ошибка: 0.0035662998411289124, скорость обучения: 0.00024650347049580716
Эпоха 783, ошибка: 0.0035661544991577882, скорость обучения: 0.00024650347049580716
Эпоха 784, ошибка: 0.0035660102293333554, скорость обучения: 0.00024650347049580716
Эпоха 785, ошибка: 0.0035658670237256234, скорость обучения: 0.00024650347049580716
Эпоха 786, ошибка: 0.0035657248744606278, скорость обучения: 0.00024650347049580716
Эпоха 787, ошибка: 0.003565583773724858, скорость обучения: 0.00024650347049580716
Эпоха 788, ошибка: 0.003565443713762605, скорость обучения: 0.00024650347049580716
Эпоха 789, ошибка: 0.003565304686876793, скорость обучения: 0.00024650347049580716
Эпоха 790, ошибка: 0.0035651666854263297, скорость обучения: 0.00024650347049580716
Эпоха 791, ошибка: 0.003565029701826394, скорость обучения: 0.00024650347049580716
Эпоха 792, ошибка: 0.0035648937285506317, скорость обучения: 0.00024650347049580716
Эпоха 793, ошибка: 0.003564758758127423, скорость обучения: 0.00024650347049580716
Эпоха 794, ошибка: 0.003564624783140202, скорость обучения: 0.00024650347049580716
Эпоха 795, ошибка: 0.0035644917962277364, скорость обучения: 0.00024650347049580716
Эпоха 796, ошибка: 0.003564359790084379, скорость обучения: 0.00024650347049580716
Эпоха 797, ошибка: 0.003564228757457437, скорость обучения: 0.00024650347049580716
Эпоха 798, ошибка: 0.0035640986911504038, скорость обучения: 0.00024650347049580716
Эпоха 799, ошибка: 0.0035639695840178113, скорость обучения: 0.00024650347049580716
Эпоха 800, ошибка: 0.0035638414289684934, скорость обучения: 0.00024650347049580716
Эпоха 801, ошибка: 0.0035637142189629484, скорость обучения: 0.00024650347049580716
Эпоха 802, ошибка: 0.0035635879470160333, скорость обучения: 0.00024650347049580716
Эпоха 803, ошибка: 0.0035634626061926025, скорость обучения: 0.00024650347049580716
Эпоха 804, ошибка: 0.003563338189609711, скорость обучения: 0.00024650347049580716
Эпоха 805, ошибка: 0.003563214690435519, скорость обучения: 0.00024650347049580716
Эпоха 806, ошибка: 0.003563092101888458, скорость обучения: 0.00024650347049580716
Эпоха 807, ошибка: 0.0035629704172393346, скорость обучения: 0.00024650347049580716
Эпоха 808, ошибка: 0.0035628496298048683, скорость обучения: 0.00024650347049580716
Эпоха 809, ошибка: 0.0035627297329562757, скорость обучения: 0.00024650347049580716
Эпоха 810, ошибка: 0.0035626107201104343, скорость обучения: 0.00024650347049580716
Эпоха 811, ошибка: 0.003562492584733932, скорость обучения: 0.00024650347049580716
Эпоха 812, ошибка: 0.0035623753203427974, скорость обучения: 0.00024650347049580716
Эпоха 813, ошибка: 0.0035622589205004285, скорость обучения: 0.00024650347049580716
Эпоха 814, ошибка: 0.003562143378818391, скорость обучения: 0.00024650347049580716
Эпоха 815, ошибка: 0.0035620286889550055, скорость обучения: 0.00024650347049580716
Эпоха 816, ошибка: 0.003561914844617161, скорость обучения: 0.00024650347049580716
Эпоха 817, ошибка: 0.0035618018395570873, скорость обучения: 0.00024650347049580716
Эпоха 818, ошибка: 0.0035616896675732526, скорость обучения: 0.00024650347049580716
Эпоха 819, ошибка: 0.0035615783225105458, скорость обучения: 0.00024650347049580716
Эпоха 820, ошибка: 0.0035614677982601264, скорость обучения: 0.00024650347049580716
Эпоха 821, ошибка: 0.0035613580887572174, скорость обучения: 0.00024650347049580716
Эпоха 822, ошибка: 0.0035612491879836883, скорость обучения: 0.00024650347049580716
Эпоха 823, ошибка: 0.0035611410899642508, скорость обучения: 0.00024650347049580716
Эпоха 824, ошибка: 0.0035610337887696094, скорость обучения: 0.00024650347049580716
Эпоха 825, ошибка: 0.003560927278513067, скорость обучения: 0.00024650347049580716
Эпоха 826, ошибка: 0.003560821553352554, скорость обучения: 0.00024650347049580716
Эпоха 827, ошибка: 0.0035607166074896187, скорость обучения: 0.00024650347049580716
Эпоха 828, ошибка: 0.003560612435167425, скорость обучения: 0.00024650347049580716
Эпоха 829, ошибка: 0.0035605090306725542, скорость обучения: 0.00024650347049580716
Эпоха 830, ошибка: 0.0035604063883339964, скорость обучения: 0.00024650347049580716
Эпоха 831, ошибка: 0.0035603045025229037, скорость обучения: 0.00024650347049580716
Эпоха 832, ошибка: 0.0035602033676527542, скорость обучения: 0.00024650347049580716
Эпоха 833, ошибка: 0.003560102978176848, скорость обучения: 0.00024650347049580716
Эпоха 834, ошибка: 0.0035600033285907154, скорость обучения: 0.00024650347049580716
Эпоха 835, ошибка: 0.0035599044134304574, скорость обучения: 0.00024650347049580716
Эпоха 836, ошибка: 0.0035598062272728164, скорость обучения: 0.00024650347049580716
Эпоха 837, ошибка: 0.003559708764735159, скорость обучения: 0.00024650347049580716
Эпоха 838, ошибка: 0.003559612020473099, скорость обучения: 0.00024650347049580716
Эпоха 839, ошибка: 0.0035595159891847784, скорость обучения: 0.00024650347049580716
Эпоха 840, ошибка: 0.003559420665604051, скорость обучения: 0.00024650347049580716
Эпоха 841, ошибка: 0.0035593260445056793, скорость обучения: 0.00024650347049580716
Эпоха 842, ошибка: 0.0035592321207042503, скорость обучения: 0.00024650347049580716
Эпоха 843, ошибка: 0.003559138889051648, скорость обучения: 0.00024650347049580716
Эпоха 844, ошибка: 0.003559046344436781, скорость обучения: 0.00024650347049580716
Эпоха 845, ошибка: 0.003558954481787924, скорость обучения: 0.00024650347049580716
Эпоха 846, ошибка: 0.0035588632960710095, скорость обучения: 0.00024650347049580716
Эпоха 847, ошибка: 0.0035587727822882897, скорость обучения: 0.00024650347049580716
Эпоха 848, ошибка: 0.003558682935479918, скорость обучения: 0.00024650347049580716
Эпоха 849, ошибка: 0.00355859375072313, скорость обучения: 0.00024650347049580716
Эпоха 850, ошибка: 0.0035585052231283366, скорость обучения: 0.00024650347049580716
Эпоха 851, ошибка: 0.003558417347846607, скорость обучения: 0.00024650347049580716
Эпоха 852, ошибка: 0.003558330120062069, скорость обучения: 0.00024650347049580716
Эпоха 853, ошибка: 0.003558243534996902, скорость обучения: 0.00024650347049580716
Эпоха 854, ошибка: 0.0035581575879057915, скорость обучения: 0.00024650347049580716
Эпоха 855, ошибка: 0.0035580722740816365, скорость обучения: 0.00024650347049580716
Эпоха 856, ошибка: 0.003557987588849342, скорость обучения: 0.00024650347049580716
Эпоха 857, ошибка: 0.003557903527569796, скорость обучения: 0.00024650347049580716
Эпоха 858, ошибка: 0.0035578200856384206, скорость обучения: 0.00024650347049580716
Эпоха 859, ошибка: 0.003557737258484371, скорость обучения: 0.00024650347049580716
Эпоха 860, ошибка: 0.003557655041571288, скорость обучения: 0.00024650347049580716
Эпоха 861, ошибка: 0.0035575734303950834, скорость обучения: 0.00024650347049580716
Эпоха 862, ошибка: 0.003557492420486145, скорость обучения: 0.00024650347049580716
Эпоха 863, ошибка: 0.003557412007406833, скорость обучения: 0.00024650347049580716
Эпоха 864, ошибка: 0.0035573321867535595, скорость обучения: 0.00024650347049580716
Эпоха 865, ошибка: 0.0035572529541553575, скорость обучения: 0.00024650347049580716
Эпоха 866, ошибка: 0.0035571743052723033, скорость обучения: 0.00024650347049580716
Эпоха 867, ошибка: 0.0035570962357978787, скорость обучения: 0.00024650347049580716
Эпоха 868, ошибка: 0.0035570187414577935, скорость обучения: 0.00024650347049580716
Эпоха 869, ошибка: 0.0035569418180067844, скорость обучения: 0.00024650347049580716
Эпоха 870, ошибка: 0.0035568654612342784, скорость обучения: 0.00024650347049580716
Эпоха 871, ошибка: 0.003556789666959024, скорость обучения: 0.00024650347049580716
Эпоха 872, ошибка: 0.003556714431030771, скорость обучения: 0.00024650347049580716
Эпоха 873, ошибка: 0.0035566397493301143, скорость обучения: 0.00024650347049580716
Эпоха 874, ошибка: 0.0035565656177686906, скорость обучения: 0.00024650347049580716
Эпоха 875, ошибка: 0.0035564920322881384, скорость обучения: 0.00024650347049580716
Эпоха 876, ошибка: 0.0035564189888595736, скорость обучения: 0.00024650347049580716
Эпоха 877, ошибка: 0.0035563464834842936, скорость обучения: 0.00024650347049580716
Эпоха 878, ошибка: 0.0035562745121938077, скорость обучения: 0.00024650347049580716
Эпоха 879, ошибка: 0.0035562030710474726, скорость обучения: 0.00024650347049580716
Эпоха 880, ошибка: 0.0035561321561350646, скорость обучения: 0.00024650347049580716
Эпоха 881, ошибка: 0.0035560617635748953, скорость обучения: 0.00024650347049580716
Эпоха 882, ошибка: 0.003555991889514537, скорость обучения: 0.00024650347049580716
Эпоха 883, ошибка: 0.0035559225301282885, скорость обучения: 0.00024650347049580716
Эпоха 884, ошибка: 0.0035558536816209054, скорость обучения: 0.00024650347049580716
Эпоха 885, ошибка: 0.003555785340223715, скорость обучения: 0.00024650347049580716
Эпоха 886, ошибка: 0.003555717502197159, скорость обучения: 0.00024650347049580716
Эпоха 887, ошибка: 0.0035556501638288832, скорость обучения: 0.00024650347049580716
Эпоха 888, ошибка: 0.0035555833214327807, скорость обучения: 0.00024650347049580716
Эпоха 889, ошибка: 0.0035555169713519844, скорость обучения: 0.00024650347049580716
Эпоха 890, ошибка: 0.0035554511099553654, скорость обучения: 0.00024650347049580716
Эпоха 891, ошибка: 0.0035553857336380933, скорость обучения: 0.00024650347049580716
Эпоха 892, ошибка: 0.003555320838824568, скорость обучения: 0.00024650347049580716
Эпоха 893, ошибка: 0.0035552564219624994, скорость обучения: 0.00024650347049580716
Эпоха 894, ошибка: 0.003555192479527135, скорость обучения: 0.00024650347049580716
Эпоха 895, ошибка: 0.0035551290080209222, скорость обучения: 0.00024650347049580716
Эпоха 896, ошибка: 0.0035550660039702737, скорость обучения: 0.00024650347049580716
Эпоха 897, ошибка: 0.003555003463929649, скорость обучения: 0.00024650347049580716
Эпоха 898, ошибка: 0.00355494138447561, скорость обучения: 0.00024650347049580716
Эпоха 899, ошибка: 0.003554879762212884, скорость обучения: 0.00024650347049580716
Эпоха 900, ошибка: 0.0035548185937699416, скорость обучения: 0.00024650347049580716
Эпоха 901, ошибка: 0.0035547578758010584, скорость обучения: 0.00024650347049580716
Эпоха 902, ошибка: 0.0035546976049845138, скорость обучения: 0.00024650347049580716
Эпоха 903, ошибка: 0.003554637778023529, скорость обучения: 0.00024650347049580716
Эпоха 904, ошибка: 0.003554578391644856, скорость обучения: 0.00024650347049580716
Эпоха 905, ошибка: 0.0035545194426007767, скорость обучения: 0.00024650347049580716
Эпоха 906, ошибка: 0.003554460927666445, скорость обучения: 0.00024650347049580716
Эпоха 907, ошибка: 0.003554402843641643, скорость обучения: 0.00024650347049580716
Эпоха 908, ошибка: 0.003554345187349706, скорость обучения: 0.00024650347049580716
Эпоха 909, ошибка: 0.0035542879556365323, скорость обучения: 0.00024650347049580716
Эпоха 910, ошибка: 0.003554231145372431, скорость обучения: 0.00024650347049580716
Эпоха 911, ошибка: 0.0035541747534506025, скорость обучения: 0.00024650347049580716
Эпоха 912, ошибка: 0.003554118776786193, скорость обучения: 0.00024650347049580716
Эпоха 913, ошибка: 0.0035540632123184875, скорость обучения: 0.00024650347049580716
Эпоха 914, ошибка: 0.0035540080570091127, скорость обучения: 0.00024650347049580716
Эпоха 915, ошибка: 0.00355395330784108, скорость обучения: 0.00024650347049580716
Эпоха 916, ошибка: 0.0035538989618210956, скорость обучения: 0.00024650347049580716
Эпоха 917, ошибка: 0.0035538450159772646, скорость обучения: 0.00024650347049580716
Эпоха 918, ошибка: 0.00355379146735965, скорость обучения: 0.00024650347049580716
Эпоха 919, ошибка: 0.0035537383130405252, скорость обучения: 0.00024650347049580716
Эпоха 920, ошибка: 0.0035536855501127574, скорость обучения: 0.00024650347049580716
Эпоха 921, ошибка: 0.0035536331756916483, скорость обучения: 0.00024650347049580716
Эпоха 922, ошибка: 0.0035535811869132584, скорость обучения: 0.00024650347049580716
Эпоха 923, ошибка: 0.003553529580936419, скорость обучения: 0.00024650347049580716
Эпоха 924, ошибка: 0.003553478354937996, скорость обучения: 0.00024650347049580716
Эпоха 925, ошибка: 0.0035534275061183465, скорость обучения: 0.00024650347049580716
Эпоха 926, ошибка: 0.0035533770316983158, скорость обучения: 0.00024650347049580716
Эпоха 927, ошибка: 0.0035533269289169172, скорость обучения: 0.00024650347049580716
Эпоха 928, ошибка: 0.0035532771950351977, скорость обучения: 0.00024650347049580716
Эпоха 929, ошибка: 0.0035532278273343815, скорость обучения: 0.00024650347049580716
Эпоха 930, ошибка: 0.003553178823115792, скорость обучения: 0.00024650347049580716
Эпоха 931, ошибка: 0.0035531301797014836, скорость обучения: 0.00024650347049580716
Эпоха 932, ошибка: 0.0035530818944316624, скорость обучения: 0.00024650347049580716
Эпоха 933, ошибка: 0.0035530339646663877, скорость обучения: 0.00024650347049580716
Эпоха 934, ошибка: 0.003552986387786868, скорость обучения: 0.00024650347049580716
Эпоха 935, ошибка: 0.003552939161191945, скорость обучения: 0.00024650347049580716
Эпоха 936, ошибка: 0.003552892282299989, скорость обучения: 0.00024650347049580716
Эпоха 937, ошибка: 0.0035528457485492814, скорость обучения: 0.00024650347049580716
Эпоха 938, ошибка: 0.003552799557396045, скорость обучения: 0.00024650347049580716
Эпоха 939, ошибка: 0.0035527537063159763, скорость обучения: 0.00024650347049580716
Эпоха 940, ошибка: 0.003552708192801859, скорость обучения: 0.00024650347049580716
Эпоха 941, ошибка: 0.00355266301436745, скорость обучения: 0.00024650347049580716
Эпоха 942, ошибка: 0.003552618168542873, скорость обучения: 0.00024650347049580716
Эпоха 943, ошибка: 0.003552573652878071, скорость обучения: 0.00024650347049580716
Эпоха 944, ошибка: 0.003552529464940033, скорость обучения: 0.00024650347049580716
Эпоха 945, ошибка: 0.0035524856023134484, скорость обучения: 0.00024650347049580716
Эпоха 946, ошибка: 0.0035524420626009776, скорость обучения: 0.00024650347049580716
Эпоха 947, ошибка: 0.0035523988434240927, скорость обучения: 0.00024650347049580716
Эпоха 948, ошибка: 0.0035523559424205037, скорость обучения: 0.00024650347049580716
Эпоха 949, ошибка: 0.0035523133572465124, скорость обучения: 0.00024650347049580716
Эпоха 950, ошибка: 0.0035522710855745185, скорость обучения: 0.00024650347049580716
Эпоха 951, ошибка: 0.003552229125095292, скорость обучения: 0.00024650347049580716
Эпоха 952, ошибка: 0.0035521874735149903, скорость обучения: 0.00024650347049580716
Эпоха 953, ошибка: 0.0035521461285583558, скорость обучения: 0.00024650347049580716
Эпоха 954, ошибка: 0.0035521050879667414, скорость обучения: 0.00024650347049580716
Эпоха 955, ошибка: 0.0035520643494961765, скорость обучения: 0.00024650347049580716
Эпоха 956, ошибка: 0.003552023910922389, скорость обучения: 0.00024650347049580716
Эпоха 957, ошибка: 0.003551983770035099, скорость обучения: 0.00024650347049580716
Эпоха 958, ошибка: 0.0035519439246419066, скорость обучения: 0.00024650347049580716
Эпоха 959, ошибка: 0.0035519043725646374, скорость обучения: 0.00024650347049580716
Эпоха 960, ошибка: 0.003551865111642892, скорость обучения: 0.00024650347049580716
Эпоха 961, ошибка: 0.003551826139731657, скорость обучения: 0.00024650347049580716
Эпоха 962, ошибка: 0.0035517874547024535, скорость обучения: 0.00024650347049580716
Эпоха 963, ошибка: 0.0035517490544415345, скорость обучения: 0.00024650347049580716
Эпоха 964, ошибка: 0.0035517109368505845, скорость обучения: 0.00024650347049580716
Эпоха 965, ошибка: 0.0035516730998473803, скорость обучения: 0.00024650347049580716
Эпоха 966, ошибка: 0.00355163554136522, скорость обучения: 0.00024650347049580716
Эпоха 967, ошибка: 0.003551598259352319, скорость обучения: 0.00024650347049580716
Эпоха 968, ошибка: 0.0035515612517722666, скорость обучения: 0.00024650347049580716
Эпоха 969, ошибка: 0.003551524516603324, скорость обучения: 0.00024650347049580716
Эпоха 970, ошибка: 0.0035514880518391664, скорость обучения: 0.00024650347049580716
Эпоха 971, ошибка: 0.0035514518554868382, скорость обучения: 0.00024650347049580716
Эпоха 972, ошибка: 0.0035514159255700603, скорость обучения: 0.00024650347049580716
Эпоха 973, ошибка: 0.003551380260125892, скорость обучения: 0.00024650347049580716
Эпоха 974, ошибка: 0.0035513448572060016, скорость обучения: 0.00024650347049580716
Эпоха 975, ошибка: 0.003551309714877449, скорость обучения: 0.00024650347049580716
Эпоха 976, ошибка: 0.003551274831220262, скорость обучения: 0.00024650347049580716
Эпоха 977, ошибка: 0.003551240204328825, скорость обучения: 0.00024650347049580716
Эпоха 978, ошибка: 0.003551205832311703, скорость обучения: 0.00024650347049580716
Эпоха 979, ошибка: 0.003551171713293134, скорость обучения: 0.00024650347049580716
Эпоха 980, ошибка: 0.0035511378454077362, скорость обучения: 0.00024650347049580716
Эпоха 981, ошибка: 0.0035511042268072967, скорость обучения: 0.00024650347049580716
Эпоха 982, ошибка: 0.003551070855654937, скорость обучения: 0.00024650347049580716
Эпоха 983, ошибка: 0.0035510377301285223, скорость обучения: 0.00024650347049580716
Эпоха 984, ошибка: 0.003551004848418242, скорость обучения: 0.00024650347049580716
Эпоха 985, ошибка: 0.0035509722087293696, скорость обучения: 0.00024650347049580716
Эпоха 986, ошибка: 0.0035509398092776314, скорость обучения: 0.00024650347049580716
Эпоха 987, ошибка: 0.003550907648295279, скорость обучения: 0.00024650347049580716
Эпоха 988, ошибка: 0.003550875724026044, скорость обучения: 0.00024650347049580716
Эпоха 989, ошибка: 0.0035508440347268204, скорость обучения: 0.00024650347049580716
Эпоха 990, ошибка: 0.003550812578665518, скорость обучения: 0.00024650347049580716
Эпоха 991, ошибка: 0.003550781354125395, скорость обучения: 0.00024650347049580716
Эпоха 992, ошибка: 0.003550750359400836, скорость обучения: 0.00024650347049580716
Эпоха 993, ошибка: 0.003550719592799925, скорость обучения: 0.00024650347049580716
Эпоха 994, ошибка: 0.0035506890526430853, скорость обучения: 0.00024650347049580716
Эпоха 995, ошибка: 0.0035506587372617577, скорость обучения: 0.00024650347049580716
Эпоха 996, ошибка: 0.0035506286450005435, скорость обучения: 0.00024650347049580716
Эпоха 997, ошибка: 0.0035505987742169517, скорость обучения: 0.00024650347049580716
Эпоха 998, ошибка: 0.0035505691232794547, скорость обучения: 0.00024650347049580716
Эпоха 999, ошибка: 0.003550539690568875, скорость обучения: 0.00024650347049580716
Эпоха 1000, ошибка: 0.00355051047447834, скорость обучения: 0.00024650347049580716
